# version=1
# source_sha256=d517169e57f1d6254682c03dec5c254b5101ccd787d191f639b0cac1e8a616c4
# destination_sha256=f5e133e8eca8eb1a02e21a7d1afbb44d082e384a38d39db58a694371fa583bbe
# rows=1278
source_address	destination_address	function_name	evidence	review_flags	similarity	confidence	association_votes	source_length	destination_length	source_callers	destination_callers	source_callees	destination_callees	correlator	audit_comment
00416cb0	004083e6	RestoreTransientCockpitGraphics	WC1-callgraph-propagated		0.4	2.1	0	304	1049	RenderSpaceViewFrame@00429fc0	ShowMeanwhileTransition@00407e40	IsCockpitExplosionActive@00413d20|GetUiFn6480@00416480|draw_target_box@004164b0|DrawSpriteDefault@00441400|LoopLocalFn1450@00441450|LoopUiFn1740@00441740	FUN_0040809d@0040809d|WaitForInputKey@0040fa2c|DrawSpriteDefault@004266e7|GetUiFn6480@00465ea9	Manual Match	[WC1 transfer] WC1-callgraph-propagated from RestoreTransientCockpitGraphics @00416cb0; support=2 (out=2, in=0), margins=0/1, degree=7/5
004037a0	004087ff	DrawCenteredScaledIntroText	WC1-callgraph-propagated		0.667	2.2	0	226	170	ShowGetReadyScreen@00439840|ShowVictoryScreen@00439910|ShowGameOverScreen@00439a80	FUN_00408a88@00408a88|ShowVictoryScreen@00408cc8	MeasureScaledIntroTextWidth@00403710|DrawSpriteScaled@00441fc0|GetTransformedShapeBounds@00442050	FUN_004282f0@004282f0|GetTransformedShapeBounds@004283a4	Manual Match	[WC1 transfer] WC1-callgraph-propagated from DrawCenteredScaledIntroText @004037a0; support=2 (out=1, in=1), margins=1/1, degree=6/4
00439910	00408cc8	ShowVictoryScreen	WC1-callgraph-propagated		0.25	2.0	0	367	1104	RunTrainSim@00427080	ShowMeanwhileTransition@00407e40	DrawCenteredScaledIntroText@004037a0|FetchDiskPacketRetrying@0041d2e0|dump_buffer_to_screen@00427a40|UiRoutine06@0042a0c0|InitializeFireworks@0042d270|TheEndFireWorks@0042d2a0|ReleasePacketHandle@0042fae0|DoVideoFn2960@00432960|DIBslamReal@00432970|RandomInRange@00434d20|RandomBelowOrEqual@00434d50	DrawCenteredScaledIntroText@004087ff|WaitForInputKey@0040fa2c|DrawSpriteDefault@004266e7|DoLocalFnE3A0@00452aab|DrawMedals@00452ac8|InitializeFireworks@0045a2c0|TheEndFireWorks@0045a300|RandomInRange@00461942|GetUiFn6480@00465ea9	Manual Match	[WC1 transfer] WC1-callgraph-propagated from ShowVictoryScreen @00439910; support=2 (out=2, in=0), margins=0/0, degree=12/10
0041dba0	00409120	WaitForSceneAdvance	WC1-fuzzy-very-low		0.452	0.472	0	172	334	LongTalk@00405290|UpdateMap@00405cc0|CloseLook@00405de0|SoundUiFn8200@00408200|landing@00408650|ShowMeanwhileTransition@00425770|ShowCampaignVictorySequence@0042fc00|DrawMedalChest@004370d0|DrawMedalLongShot@00437250|MedalEstablish@004373e0|PinMedal@004374b0|EstablishingShot@00437770|ReturnToBriefingLongShot@00437980|Dismissed@00437b80|DebriefingEstablishingShot@00437f20|DrawFuneralLongShot@00439220	BarracksScreen@00419831	CheckEscaped@0041da10|PollInputEvent@00435cc0|FlushInputEvents@00435db0|ForwardSetMultimediaTimerCallbackv1@00436210|IsFrameTickElapsed@00436240|ClearInputKeyStatePreservingModifiers@004363a0	FormatTextBufferFromStart@0040d6b0|FUN_0040d812@0040d812|FUN_0040e130@0040e130	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from WaitForSceneAdvance @0041dba0; structural=0.4518, composite=0.4718, graph=0/0, candidates=2
00427c30	0040963b	RefreshMemoryStatusOverlay	WC1-callgraph-propagated		0.235	2.2	0	31	526	CloseTalk@004054b0|CloseLook@00405de0|BlitTbl00465770Fn7750@00407750|BlitUiFn79C0@004079c0|BlitTbl005a86d0Fn7E10@00407e10|funeral_player@00408b30|PlaySceneAnimation@00425500|ShowTheEndScreen@004304f0|BlitUiFn6E30@00436e30|DrawMedalChest@004370d0|DrawMedalLongShot@00437250|MedalEstablish@004373e0|PinMedal@004374b0|EstablishingShot@00437770|DrawBriefingLongShot@004378d0|ReturnToBriefingLongShot@00437980|Dismissed@00437b80|DebriefingEstablishingShot@00437f20|DrawPodiumShot@00439070|DrawFuneralLongShot@00439220	CloseTalk@004098f2|GetNavFnC090@00418daa|WaitForKeyAcknowledge@00418ecd|Dismissed@00433f94|ShowChalkBoard@00459c4d	ShowMemoryStatusDebug@004273c0|GetG0046b1a4Fn4FB0@00434fb0|CopyViewportContents@00441a90	FUN_00409417@00409417|FormatTextBufferFromStart@0040d6b0|CalibrateJoystickInteractive@00418770|GetControlKeyState@00455ebf|FUN_00455eda@00455eda|FUN_00462c43@00462c43|FUN_00462dfc@00462dfc|FUN_004633e7@004633e7|FUN_00463eee@00463eee|PollInputEvent@00464d5f	Manual Match	[WC1 transfer] WC1-callgraph-propagated from RefreshMemoryStatusOverlay @00427c30; support=2 (out=0, in=2), margins=1/1, degree=23/15
004054b0	004098f2	CloseTalk	WC1-callgraph-propagated		0.444	2.0	0	397	182	LoadFace@004050b0|LongTalk@00405290	LoadFace@004099a8	MinShort@0041d0c0|RefreshMemoryStatusOverlay@00427c30|DrawConstellationField@0042d500|DrawSpriteDefault@00441400|ClearViewport@00441ae0	RefreshMemoryStatusOverlay@0040963b|DrawSpriteDefault@004266e7|CopyViewportContents@00427047|DrawConstellationField@0045a634|DoLocalFn13C0@00461d68|GetUiFn60D0@00463ba1|GetUiFn60E0@00463e19	Manual Match	[WC1 transfer] WC1-callgraph-propagated from CloseTalk @004054b0; support=2 (out=2, in=0), margins=0/0, degree=7/8
004050b0	004099a8	LoadFace	WC1-callgraph-propagated		0.381	4.2	0	414	467	SceneDirector@00438c00	RunAnimationDemoLoop@00409c1a	CloseTalk@004054b0|FreePacketAndClear@0041d100|FetchDiskPacketRetrying@0041d2e0|init_constellation@004243e0|InitializeConstellationField@0042d390	CloseTalk@004098f2|FreePacketAndClear@0040f0a4|FetchDiskPacketRetrying@0040f5b6|ClearViewport@00427123|PromptInsertNumberedDisk@00437a44|free_viewport@004471b0|SoundG0046a9f8FnE8B0@00452d32|InitializeRoomMenu@004575b4|InitializeConstellationField@0045a441|AllocateViewport@0045cad2|GetUiFn60D0@00463ba1|GetUiFn60E0@00463e19|FindMenuRegionAtPoint@00464e06|GetCombatFn8E70@00464e1e|EventManagerHook@00464e35|ReleaseFinishedSoundEntries@00465cbc	Manual Match	[WC1 transfer] WC1-callgraph-propagated from LoadFace @004050b0; support=4 (out=4, in=0), margins=2/0, degree=6/17
00405840	00409b80	Office	WC1-callgraph-propagated		0.2	2.1	0	201	154	RunAnimationDemoLoop@004094e0	RunAnimationDemoLoop@00409c1a|ejection_sequence@0044ebca	FetchDiskPacketRetrying@0041d2e0|ReleaseTextFont@0041d590|PreloadMusicTrackHook@00424ce0|ReleaseMusicTrackHook@00424cf0|InitializeConversationViewport@00427b20|ResetScreenClipToFullHeight@00427ba0|InitializeConversationText@00427bc0|spacetrack@0042e880|SoundG0046a9f8FnE8B0@0042e8b0|ReleasePacketHandle@0042fae0|DoVideoFn2960@00432960|DIBslamReal@00432970|SceneDirector@00438c00	FUN_0040fade@0040fade|ShowMemoryStatusDebug@00437aec|DoLocalFn74C0@0043cbd3|FUN_0044cc84@0044cc84|free_cockpit@00458196|FUN_00458698@00458698|ReleaseTextFont@00459082	Manual Match	[WC1 transfer] WC1-callgraph-propagated from Office @00405840; support=2 (out=1, in=1), margins=1/0, degree=14/9
004094e0	00409c1a	RunAnimationDemoLoop	WC1-callgraph-propagated		0.143	3.2	0	536	1606	main@004274e0	FrameStartHook@0040a2a3	Briefing@00405660|DeBriefing@004056f0|Office@00405840|BlitUiFn79C0@004079c0|SoundUiFn8200@00408200|landing@00408650|funeral_sequence@00408de0|Title_Sequence@0040fb70|BarracksScreen@0041c170|WaitForInputKey@0041daa0|free_constellation@00424490|LoopCombatFn45B0@004245b0|init_3Space_objects@00424a80|free_3Space@00424ba0|ShowMeanwhileTransition@00425770|exit_squadron@00427370|BlitUiFnBA90@0042ba90|ShowCarrierLaunchSequence@0042bc00|ShowCampaignVictorySequence@0042fc00|ShowTigerClawEscapeScene@00430150|AwardCampaignMedal@00436f50|death_sequence@00439660|RecRoom@0043f940	LoadFace@004099a8|Office@00409b80|ResetStringBuilder@0040a27a|FormatTextBufferFromStart@0040d6b0|FUN_0040d9ad@0040d9ad|FreePacketAndClear@0040f0a4|FUN_0040fade@0040fade|new_sphere_shapes@00428edc|init_constellation@0042917d|ShowTheEndScreen@00429261|free_3Space@004293f9|SoundUiFn8200@00429423|accelerate_and_jump@0042d4c1|ShowCampaignVictorySequence@00433c84|get_pilot_talk@00434043|OpenDiskDataFile@004342e8|ShowMemoryStatusDebug@00437aec|FUN_00438020@00438020|FUN_00438080@00438080|clear_cockpit_damage@0043e870|check_stranded@0043f0c3|init_mission@0044b2e2|ejection_sequence@0044ebca|ReleaseTextFont@00459082|funeral_sequence@00459d74|InitializeRoomViewports@0045c128|GetCombatFn8E70@00464e1e|RunSpaceFlight@0046925e|calculate_damage_level@004695fd|death_sequence@004697a0|PreloadMusicTrackHook@00469ad0	Manual Match	[WC1 transfer] WC1-callgraph-propagated from RunAnimationDemoLoop @004094e0; support=3 (out=3, in=0), margins=2/0, degree=24/32
00403e40	0040a27a	ResetStringBuilder	WC1-callgraph-single-low		0.203	2.817	0	16	41	InitializeModalTextPanel@0041a9d0|InitializeTrainSimTextPanel@00426660|ShowTrainSimHighScores@004268e0|RunTrainSim@00427080	FUN_00409850@00409850|RunAnimationDemoLoop@00409c1a|ShowTrainSimHighScores@00436a8f		LoadInstallDat@0042949f	Manual Match	[WC1 transfer] WC1-callgraph-single-low from ResetStringBuilder @00403e40; one mapped edge, graph-jaccard=0.16666666666666666, degree-similarity=1.0, rank-margins=0.40000000000000036/0.25, instruction-diff=0.2034
0042f930	0040a2a3	FrameStartHook	WC1-callgraph-single-low		0.265	15.833	0	5	31	GameFlow@0040f4b0|main@004274e0	GameFlow@0046591a		RunAnimationDemoLoop@00409c1a	Manual Match	[WC1 transfer] WC1-callgraph-single-low from FrameStartHook @0042f930; one mapped edge, graph-jaccard=0.3333333333333333, degree-similarity=1.0, rank-margins=1.5/12.0, instruction-diff=0.2654
00439400	0040a2d0	SetViewportRect	WC1-fuzzy-medium		0.844	1.034	0	43	23	auto_pilot_sequence@00404050|BlitUiFnE480@0040e480|DispatchTbl0059c014Fn0AF0@00410af0|initialize_cockpit@00423e90|LoopCombatFn45B0@004245b0|ShowTrainSimHighScores@004268e0|HandleDebugCheatKeys@00429160|RunSpaceFlight@0042a190|RecRoom@0043f940				Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00439400; structural=0.8443, composite=1.0343, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=medium. Verify manually.
0042afc0	0040a2e7	SetMultimediaTimerCallback	WC1-fuzzy-medium		0.788	0.979	0	132	178	CallThrough42AFC0@004361e0|ForwardSetMultimediaTimerCallbackv1@00436210	CallThrough42AFC0@00464009|ForwardSetMultimediaTimerCallbackv1@0046403d	timeKillEvent@EXTERNAL:0000008a|timeSetEvent@EXTERNAL:0000008b	timeSetEvent@EXTERNAL:00000002|timeKillEvent@EXTERNAL:00000003	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 0042afc0; structural=0.7885, composite=0.9785, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=medium. Verify manually.
00419310	0040a3a0	get_facing_range_from_object	WC1-callgraph-propagated		0.2	2.1	0	117	220	cruise_to_destination@0040a410|prepare_for_jump@0040a540|heat_seeking_missile_intelligence@0040b430|ScanTbl0059b560Fn2430@00412430|DispatchTbl0059d100Fn3880@00413880|target_locking@00416120|ship_vs_ship@004193b0|fire@004202d0|scan_for_enemy@00422f80	recalc_max_velocity@0040a481|fire_weapon@00415e2c|DispatchTbl0059c3f0FnF350@0041693a|DispatchTbl0059d100Fn3880@0041e276|heat_seeking_missile_intelligence@00445e68|FF_missile_intelligence@00446133	DoLocalFn8600@00418600|dot_product@004189e0|get_facing_range_from_point@00419290	EmitTextString@0040f040|MaxShort@0040f072|FUN_00410289@00410289	Manual Match	[WC1 transfer] WC1-callgraph-propagated from get_facing_range_from_object @00419310; support=2 (out=0, in=2), margins=0/1, degree=12/9
00418210	0040a481	recalc_max_velocity	WC1-fuzzy-low		0.537	0.727	0	98	156	drain_fuel@00418280|damage_ion_drive@004182b0|set_objects_data@0041e120	SetHudMessageSlot@0040a51d|rnd_aim@0040a556|set_objects_data@00410999|FUN_004404cc@004404cc|FUN_0044b48f@0044b48f|SetTbl0059dd90FnC5E0@0044db7e	get_ship_max_velocity@004181c0|celerate@0041e710	get_facing_range_from_object@0040a3a0|celerate@004117ac	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00418210; structural=0.5369, composite=0.7269, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
004141f0	0040a51d	SetHudMessageSlot	WC1-fuzzy-low		0.547	0.737	0	73	57	set_global_message@00414270|ShowComponentHitHudMessage@00414b70	internal_damage@004128a7|your_internal_damage@00413099|housekeep_power_plant_and_fuel@004170f9|GetTbl0059c3c0Fn29A0@0041cc0a	ClearHudMessageSlot@00414180	recalc_max_velocity@0040a481	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 004141f0; structural=0.5473, composite=0.7373, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
004208e0	0040a556	rnd_aim	WC1-fuzzy-low		0.522	0.712	0	49	74	pop_flack@00420920	internal_damage@004128a7|your_internal_damage@00413099|repair_internal_damage@004135f1	MinShort@0041d0c0|rnd_sign@004208c0|RandomBelowOrEqual@00434d50	recalc_max_velocity@0040a481|EmitTextString@0040f040|MaxShort@0040f072	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 004208e0; structural=0.522, composite=0.712, graphSupport=0, graphConflicts=0, targetCollisions=2, confidence=low. Verify manually.
004182f0	0040a5a0	GetShipAccelerationRate	WC1-callgraph-propagated		1.0	3.2	0	62	236	GetTbl0059c3c0Fn29A0@004129a0|approach_speed@0041e750|control_speed@00434040	approach_speed@0041181d|GetTbl0059c3c0Fn29A0@0041cc0a|control_speed@0041ecef		EmitTextString@0040f040|MaxShort@0040f072|FUN_00410289@00410289|MultiplyFixed@004619e2|DivideFixed@00461a2d	Manual Match	[WC1 transfer] WC1-callgraph-propagated from GetShipAccelerationRate @004182f0; support=3 (out=0, in=3), margins=1/1, degree=3/8
00418330	0040a691	SetTbl0059bce0Fn8330	WC1-fuzzy-low		0.542	0.732	0	103	102	init_hazard@004013b0|approach@00401950|auto_pilot_sequence@00404050|LoopUiFn0740@00410740|DoLocalFn83A0@004183a0|fire_weapon@00420c20	DoLocalFn83A0@0040a6f7|fire_weapon@00415e2c|init_hazard@00417af9|approach@004182b6|auto_pilot_sequence@00422b1c|LoopUiFn0740@0044ade0|FUN_0045f439@0045f439|ShowGameOverScreen@0045f7ec	ComputeVectorDelta@00418680|SetUiFn9050@00419050|shrink_vector@00436a30	ComputeVectorDelta@0040aae6|SetUiFn9050@0040b5df|make_hazard@00464c4b	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00418330; structural=0.542, composite=0.732, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
004183a0	0040a6f7	DoLocalFn83A0	WC1-fuzzy-followup		0.744	0.854	0	41	46	DispatchTbl0059c014Fn0AF0@00410af0|DispatchTbl0059b9e0Fn17D0@004117d0	DispatchTbl0059c014Fn0AF0@00419d01|DispatchTbl0059b9e0Fn17D0@0041ae40	SetTbl0059bce0Fn8330@00418330	SetTbl0059bce0Fn8330@0040a691	Manual Match	[WC1 transfer] WC1-fuzzy-followup from DoLocalFn83A0 @004183a0; structural=0.7444, composite=0.8544, graph=1/0, candidates=2
004183d0	0040a725	position_relative	WC1-fuzzy-low		0.535	0.725	0	70	79	SetTbl0059c490Fn8420@00418420|point_ship_behind_object@00419710|point_ship_below_object@00419790|offset_location@00433f50	offset_location@0040a774|FUN_0040bdc2@0040bdc2|point_ship_below_object@0040be3a|point_ship_behind_object@0041ebc1|FUN_00441379@00441379|skill_check@0045655d	AddFixedVectors@00418620|ScaleFixedVector@004186b0|NormalizeFixedVector@00418b10	AddFixedVectors@0040aa6a|dot_product@0040ab24|NormalizeFixedVector@0040af18	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 004183d0; structural=0.5353, composite=0.7253, graphSupport=0, graphConflicts=0, targetCollisions=2, confidence=low. Verify manually.
00433f50	0040a774	offset_location	WC1-fuzzy-low		0.541	0.731	0	159	167	ScanTbl0046c97bFnC4E0@0040c4e0|compute_formation_destination@00433ff0	try_far_spot@00417eff|DispatchTbl0059b9e0Fn17D0@0041ae40|auto_position@004229b9|LoopUiFn0740@0044ade0	position_relative@004183d0	position_relative@0040a725	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00433f50; structural=0.5413, composite=0.7313, graphSupport=0, graphConflicts=0, targetCollisions=2, confidence=low. Verify manually.
004184c0	0040a81b	FixedToShortSaturating	WC1-fuzzy-medium		0.774	0.964	0	32	66	GetVectorMagnitude@00410ad0|update_objective_location@00415770|distance_between_points@004191d0|distance_from_point@00419210|real_velocity@0041e7f0|explosion_shock_wave@0041fee0|real_crash_time@00422260|GetShipDistanceToNavPoint@0042a0e0|control_speed@00434040|chase_location@004340f0|goto_location@004342c0	distance_from_point@0040b7c9|point_ship_at_point@0040b805|real_velocity@004118f2|explosion_shock_wave@00414025|GetVectorMagnitude@00419cdc|control_speed@0041ecef|chase_location@0041edcc|goto_location@0041effe|real_crash_time@00429736|update_objective_location@0043ae2f|object_collision@00445087|GetShipDistanceToNavPoint@00469143			Manual Match	[WC1 transfer] Fuzzy structural match from WC1 004184c0; structural=0.7741, composite=0.9641, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=medium. Verify manually.
004184e0	0040a867	DoLocalFn84E0	WC1-order-exact		0.788	10.0	0	15	39	GetTbl0059c3c0Fn29A0@004129a0|object_collision@004130d0	GetTbl0059c3c0Fn29A0@0041cc0a|ParseTests@0041d591			Manual Match	[WC1 transfer] WC1-order-exact from DoLocalFn84E0 @004184e0; exact unmatched order between FixedToShortSaturating and DoLocalFn8500; gap=2, structural_similarity=0.7877
004184f0	0040a893	DoLocalFn84F0	WC1-order-exact		0.788	10.0	0	15	39	object_collision@004130d0	ParseTests@0041d591			Manual Match	[WC1 transfer] WC1-order-exact from DoLocalFn84F0 @004184f0; exact unmatched order between FixedToShortSaturating and DoLocalFn8500; gap=2, structural_similarity=0.7877
00418500	0040a8bf	DoLocalFn8500	WC1-callgraph-single		0.784	3.0	0	11	39	control_speed@00434040	control_speed@0041ecef			Manual Match	[WC1 transfer] WC1-callgraph-single from DoLocalFn8500 @00418500; one mapped edge, unique source/target candidate; graph-jaccard=1.0, degree=1/1, instruction-diff=0.784
00418540	0040a8eb	DoLocalFn8540	WC1-fuzzy-medium		0.786	0.976	0	24	58	approach_speed@0041e750	approach_speed@0041181d			Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00418540; structural=0.7856, composite=0.9756, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=medium. Verify manually.
00418560	0040a925	DoLocalFn8560	WC1-fuzzy-medium		0.759	0.949	0	40	92	match_roll_orientation@00419440|set_ship_rotation_goals@004194d0	match_roll_orientation@0040ba2e|set_ship_rotation_goals@0040badb			Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00418560; structural=0.7594, composite=0.9494, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=medium. Verify manually.
00430cb0	0040a981	AppendCommMenuChoice	WC1-fuzzy-medium		0.833	1.023	0	113	80	SendCommMenuChoice@00430d30|BuildCommunicationRecipientMenu@00430e90	FUN_00401d79@00401d79|auto_pilot_sequence@00422b1c|FUN_00424eff@00424eff|auto_pilot_valid@00438add|cruise_home@00442770|cruise_to_destination@00443a08			Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00430cb0; structural=0.8332, composite=1.0232, graphSupport=0, graphConflicts=0, targetCollisions=2, confidence=medium. Verify manually.
004185f0	0040aa0b	zero_vector	WC1-callgraph-propagated		0.875	7.4	0	15	44	auto_pilot_sequence@00404050|cruise_home@00409760|run_away@004099c0|SetTbl0059dd90FnC5E0@0040c5e0|LoopUiFn0740@00410740|DispatchTbl0059c014Fn0AF0@00410af0|DispatchTbl0059b9e0Fn17D0@004117d0|GetTbl0059c3c0Fn29A0@004129a0|SoundTbl0059de40Fn2E30@00412e30|object_collision@004130d0|initialize_object@0041dee0|find_squad_center@00422ac0|locate_ship@00423780|RenderSpaceViewFrame@00429fc0|SetUiFnD230@0042d230|ShowTigerClawEscapeScene@00430150|ShowGameOverScreen@00439a80	initialize_object@004103a6|LoadMissionData@004156a7|DispatchTbl0059c014Fn0AF0@00419d01|DispatchTbl0059b9e0Fn17D0@0041ae40|GetTbl0059c3c0Fn29A0@0041cc0a|SoundTbl0059de40Fn2E30@0041d2da|ParseTests@0041d591|auto_pilot_sequence@00422b1c|ShipExplosion@0042a313|locate_ship@0042b2a7|IsPointWithinEyeViewCone@0043cf5a|cruise_home@00442770|run_away@00442b78|pop_flack@00444f53|object_collision@00445087|ShowTigerClawEscapeScene@00446823|LoopUiFn0740@0044ade0|SetTbl0059dd90FnC5E0@0044db7e|FUN_0045f439@0045f439|ShowGameOverScreen@0045f7ec|FUN_004603c5@004603c5|BlitUiFn79C0@00460650|nearest_enemy_range@004608e8			Manual Match	[WC1 transfer] WC1-callgraph-propagated from zero_vector @004185f0; support=7 (out=0, in=7), margins=2/2, degree=17/23
00415090	0040aa37	achieved	WC1-callgraph-single-low		0.695	2.169	0	29	51	BuildMap@0040da00|PlayersMissionScore@0040f1e0|ScanTbl0046c97aFnEFC0@0042efc0|LoopNavFnF2B0@0042f2b0|show_info_disp@00433910|no_objectives_achieved@00438090|ParseTests@00438160	get_facing_range_from_point@0040b92f|SetTbl0059cd90FnA530@0040cef6|LoadTbl0059dd90FnA610@0040cff8|skew_randomly@00417941|DispatchTbl0059c014Fn0AF0@00419d01|ParseTests@0041d591|ShowGameOverScreen@0045f7ec|BlitUiFn79C0@00460650			Manual Match	[WC1 transfer] WC1-callgraph-single-low from achieved @00415090; one mapped edge, graph-jaccard=0.08333333333333333, degree-similarity=0.875, rank-margins=0.1750000000000007/0.035714285714286476, instruction-diff=0.695
00418620	0040aa6a	AddFixedVectors	WC1-callgraph-propagated		0.862	27.3	0	39	62	make_shard@004010c0|init_hazard@004013b0|approach@00401950|auto_pilot_sequence@00404050|ejection_sequence@004046a0|Msit_n_spin@004065a0|set_sphere_point@0040b670|GetTbl0046c96aFnC800@0040c800|DrawNavHazardMarker@0040d8f0|LoopUiFn0740@00410740|DispatchTbl0059c014Fn0AF0@00410af0|DispatchTbl0059b9e0Fn17D0@004117d0|GetTbl0059cd90Fn1EC0@00411ec0|update_star_field@00412100|GetTbl0059c3c0Fn29A0@004129a0|SoundTbl0059de40Fn2E30@00412e30|object_collision@004130d0|position_relative@004183d0|random_radial@00418800|MoveObjectAlongDirection@004198a0|apply_force_to_objects_center@00419cc0|apply_force_to_object@00419d10|onboard_explosion@0041ece0|Create_ship_hit_debris@0041f700|Create_explosion_debris@0041f800|launch_object@00420260|fire@004202d0|pop_flack@00420920|fire_weapon@00420c20|real_crash_time@00422260|find_squad_center@00422ac0|init_formation_burst@00422b30|get_front_spot@00422ec0|get_rear_spot@00422f10|locate_ship@00423780|ShowCarrierLaunchSequence@0042bc00|ScanTbl0059c010FnCDB0@0042cdb0|servicetrack@0042ecb0|ShowTigerClawEscapeScene@00430150|steer_away_from_object@00433ac0|steer_away_from_predicted_object@00433b90|compute_formation_destination@00433ff0|chase_location@004340f0|goto_formation@00434360|ShowGameOverScreen@00439a80	position_relative@0040a725|DoLocalFn8B60@0040aca5|apply_force_to_objects_center@0040c46c|apply_force_to_object@0040c4d1|onboard_explosion@0041270a|Create_ship_hit_debris@004136e2|random_radial@00413a3b|launch_object@00414d3d|LoadMissionData@004156a7|fire_weapon@00415e2c|make_shard@004176d2|init_hazard@00417af9|approach@004182b6|DispatchTbl0059c014Fn0AF0@00419d01|DispatchTbl0059b9e0Fn17D0@0041ae40|GetTbl0059cd90Fn1EC0@0041b62e|update_star_field@0041b8d6|ScanTbl0059d100Fn2820@0041c7ed|GetTbl0059c3c0Fn29A0@0041cc0a|SoundTbl0059de40Fn2E30@0041d2da|ParseTests@0041d591|steer_away_from_object@0041e4e0|steer_away_from_predicted_object@0041e5c8|compute_formation_destination@0041ec73|chase_location@0041edcc|goto_formation@0041f0c5|auto_pilot_sequence@00422b1c|real_crash_time@00429736|ShipExplosion@0042a313|init_formation_burst@0042a39a|get_rear_spot@0042a7d2|MoveObjectAlongDirection@0042a823|locate_ship@0042b2a7|IsPointWithinEyeViewCone@0043cf5a|Msit_n_spin@00440a93|pop_flack@00444f53|object_collision@00445087|LoopUiFn0740@0044ade0|set_sphere_point@0044b200|GetTbl0046c96aFnC800@0044e187|DrawNavHazardMarker@00450e1e|servicetrack@00453240|FUN_0045f439@0045f439|ShowGameOverScreen@0045f7ec			Manual Match	[WC1 transfer] WC1-callgraph-propagated from AddFixedVectors @00418620; support=25 (out=0, in=25), margins=14/9, degree=45/44
